-1000.0,3.8725919148492925e-121
-999.8779296875,4.143786781007196e-121
-999.755859375,4.433936593782362e-121
-999.6337890625,4.7443636242113985e-121
-999.51171875,5.076482203254264e-121
-999.3896484375,5.431805118676398e-121
-999.267578125,5.8119504555462575e-121
-999.1455078125,6.21864891105587e-121
-999.0234375,6.653751616485943e-121
-998.9013671875,7.119238501406329e-121
-998.779296875,7.617227237630067e-121
-998.6572265625,8.14998280302017e-121
-998.53515625,8.719927708028446e-121
-998.4130859375,9.329652930795522e-121
-998.291015625,9.981929609807862e-121
-998.1689453125,1.0679721546494635e-120
-998.046875,1.1426198573749762e-120
-997.9248046875,1.2224750850234389e-120
-997.802734375,1.3079004144457438e-120
-997.6806640625,1.3992836177005425e-120
-997.55859375,1.4970394094061784e-120
-997.4365234375,1.601611315035342e-120
-997.314453125,1.713473668508184e-120
-997.1923828125,1.8331337480135628e-120
-997.0703125,1.9611340596043233e-120
-996.9482421875,2.0980547787715484e-120
-996.826171875,2.2445163609033663e-120
-996.7041015625,2.4011823322885404e-120
-996.58203125,2.5687622741256834e-120
-996.4599609375,2.748015012858196e-120
-996.337890625,2.939752031074173e-120
-996.2158203125,3.144841114187372e-120
-996.09375,3.3642102491677126e-120
-995.9716796875,3.5988517927059375e-120
-995.849609375,3.84982692739522e-120
-995.7275390625,4.118270425793816e-120
-995.60546875,4.405395743594845e-120
-995.4833984375,4.71250046459622e-120
-995.361328125,5.040972121719846e-120
-995.2392578125,5.3922944199991814e-120
-995.1171875,5.768053889240483e-120
-994.9951171875,6.169946995961197e-120
-994.873046875,6.599787746253783e-120
-994.7509765625,7.059515813391765e-120
-994.62890625,7.551205226322398e-120
-994.5068359375,8.077073657679443e-120
-994.384765625,8.639492352594826e-120
-994.2626953125,9.240996742437206e-120
-994.140625,9.884297790627345e-120
-994.0185546875,1.0572294120923116e-119
-993.896484375,1.1308084982034653e-119
-993.7744140625,1.20949841061199e-119
-993.65234375,1.293653452266813e-119
-993.5302734375,1.3836524393505325e-119
-993.408203125,1.4799003939166665e-119
-993.2861328125,1.582830353169968e-119
-993.1640625,1.6929053034121764e-119
-993.0419921875,1.810620247225379e-119
-992.919921875,1.936504413054189e-119
-992.7978515625,2.0711236169770987e-119
-992.67578125,2.2150827871253168e-119
-992.5537109375,2.3690286619322316e-119
