-1000.0,3.872595915222856e-121,3.872592193680196e-121
-999.8779222364647,4.143808180500732e-121,4.143804198324627e-121
-999.7558444729293,4.433977804936068e-121,4.433973543908603e-121
-999.6337667093939,4.744427311318187e-121,4.744422751950512e-121
-999.5116889458585,5.0765713056964665e-121,5.076566427140301e-121
-999.3896111823232,5.4319228762901835e-121,5.431917656243178e-121
-999.2675334187878,5.812100436178054e-121,5.812094850782574e-121
-999.1454556552524,6.2188350404954735e-121,6.218829064230352e-121
-999.023377891717,6.653978210970426e-121,6.653971816535191e-121
-998.9013001281817,7.119510302912566e-121,7.119503461103638e-121
-998.7792223646463,7.617549452178019e-121,7.6175421317563e-121
-998.6571446011109,8.15036114224236e-121,8.150353309791636e-121
-998.5350668375755,8.72036843426669e-121,8.720360054042197e-121
-998.4129890740402,9.330162906020113e-121,9.3301539397866e-121
-998.2909113105048,9.982516348669377e-121,9.982506755527913e-121
-998.1688335469694,1.06803932738421e-120,1.0680383010044879e-120
-998.046755783434,1.1426964286985653e-120,1.1426953305737933e-120
-997.9246780198987,1.2225620386896846e-120,1.2225608638145153e-120
-997.8026002563633,1.3079988255449608e-120,1.307997568565525e-120
-997.6805224928279,1.3993946605939997e-120,1.399393315783686e-120
-997.5584447292925,1.4971643663199803e-120,1.4971629275535352e-120
-997.4363669657572,1.601751585368935e-120,1.6017500460947667e-120
-997.3142892022219,1.7136307789134253e-120,1.713629132123988e-120
-997.1922114386864,1.8333093633071803e-120,1.833307601507304e-120
-997.070133675151,1.9613299945805616e-120,1.9613281097535867e-120
-996.9480559116157,2.0982730109871104e-120,2.0982709945586748e-120
-996.8259781480804,2.2447590445129978e-120,2.2447568873123168e-120
-996.7039003845449,2.4014518130147394e-120,2.4014495052331987e-120
-996.5818226210096,2.5690611054528674e-120,2.5690586365997494e-120
-996.4597448574742,2.748345973550083e-120,2.748343332405226e-120
-996.3376670939389,2.9401181441189677e-120,2.940115318682145e-120
-996.2155893304034,3.1452456672842636e-120,3.145242644721057e-120
-996.0935115668681,3.364656816876804e-120,3.3646535834607296e-120
-995.9714338033327,3.599344260394002e-120,3.5993408014446284e-120
