-4033.543237916667,0.0,NaN
-4033.043237916667,1.1626412886628792e-38,NaN
-4032.5432379166664,3.137368850820964e-36,NaN
-4032.043237916667,2.2524355316956836e-37,NaN
-4031.5432379166664,1.3595434955957362e-35,NaN
-4031.043237916667,5.137343881157539e-36,NaN
-4030.5432379166664,2.389874889867899e-36,NaN
-4030.043237916667,6.419653554415753e-39,NaN
-4029.5432379166664,4.5651384328282226e-38,NaN
-4029.043237916667,2.1026723971302472e-38,NaN
-4028.543237916667,2.4306566129099147e-37,NaN
-4028.043237916667,7.935957909006636e-37,NaN
-4027.543237916667,1.3698612344151396e-38,NaN
-4027.0432379166664,7.504023215437489e-38,NaN
-4026.543237916667,1.4277706804001214e-36,NaN
-4026.0432379166664,1.9270209317458955e-35,NaN
-4025.543237916667,8.367865398173657e-36,NaN
-4025.0432379166664,3.8428196262039037e-35,NaN
-4024.543237916667,1.0592589636234379e-35,NaN
-4024.0432379166664,1.9003988600393911e-35,NaN
-4023.543237916667,1.8703210544901816e-35,NaN
-4023.043237916667,2.1236662424096387e-35,NaN
-4022.5432379166664,2.3632968177396096e-35,NaN
-4022.043237916667,4.8189903060751937e-36,NaN
-4021.5432379166664,1.1657331204133501e-35,NaN
-4021.043237916667,4.924321760811313e-36,NaN
-4020.5432379166664,3.3220089535498535e-36,NaN
-4020.043237916667,1.3895379634483273e-36,NaN
-4019.5432379166664,3.2600292092716705e-36,NaN
-4019.043237916667,3.5347602393420544e-35,NaN
-4018.543237916667,8.073333912844135e-37,NaN
-4018.0432379166664,1.0880420297987684e-35,NaN
-4017.543237916667,6.126109884351498e-35,NaN
-4017.0432379166664,2.4308240174784754e-36,NaN
-4016.543237916667,4.2971097470232536e-35,NaN
-4016.0432379166664,8.808382630680079e-36,NaN
-4015.543237916667,2.857157642217024e-36,NaN
-4015.0432379166664,7.687506443116842e-36,NaN
-4014.543237916667,1.4863393403281105e-36,NaN
-4014.043237916667,3.68679578798853e-36,NaN
-4013.543237916667,5.498663938158708e-37,NaN
-4013.043237916667,6.545255746044652e-36,NaN
-4012.5432379166664,5.534072759432132e-36,NaN
-4012.043237916667,8.468193702022521e-36,NaN
-4011.5432379166664,2.509543830512477e-36,NaN
-4011.043237916667,1.409970295098485e-35,NaN
-4010.5432379166664,2.481519073778732e-35,NaN
-4010.043237916667,7.90325096348918e-36,NaN
-4009.5432379166664,4.9331663752670425e-36,NaN
-4009.043237916667,1.2656174861327896e-36,NaN
-4008.543237916667,3.259015891107815e-35,NaN
-4008.0432379166664,2.7051499791630553e-35,NaN
-4007.543237916667,1.2362613064769136e-35,NaN
-4007.0432379166664,1.052416300582013e-35,NaN
-4006.543237916667,9.408005809470315e-36,NaN
-4006.0432379166664,3.524724928594822e-36,NaN
-4005.543237916667,1.2745574592012028e-35,NaN
-4005.0432379166664,4.212444235433764e-35,NaN
-4004.543237916667,3.414499632090233e-36,NaN
-4004.043237916667,3.737604316358215e-36,NaN
-4003.5432379166664,2.7156497366494466e-35,NaN
-4003.043237916667,2.778798846243853e-34,NaN
-4002.5432379166664,3.921426187356985e-34,NaN
-4002.043237916667,4.445939908354233e-36,NaN
-4001.5432379166664,3.5956559809848555e-35,NaN
-4001.043237916667,4.253324942634286e-36,NaN
-4000.5432379166664,7.400463807412306e-35,NaN
-4000.043237916667,7.159982901672042e-35,NaN
-3999.543237916667,3.124400951775677e-36,NaN
-3999.043237916667,2.1497144248333026e-35,NaN
-3998.543237916667,7.03259392897819e-36,NaN
-3998.0432379166664,3.7134737593686484e-36,NaN
-3997.543237916667,4.485264519200688e-36,NaN
-3997.0432379166664,8.741300994495919e-36,NaN
-3996.543237916667,7.913538600752593e-38,NaN
-3996.0432379166664,7.791252347367851e-36,NaN
-3995.543237916667,4.4324900205202624e-36,NaN
-3995.0432379166664,2.936783662911086e-36,NaN
-3994.543237916667,1.0470423906589797e-35,NaN
-3994.043237916667,2.2778890257456313e-36,NaN
-3993.5432379166664,5.3831942444666165e-36,NaN
-3993.043237916667,6.204664336104836e-37,NaN
-3992.5432379166664,1.285775920246983e-35,NaN
