-4033.543237916667,3.7769496502146186e-35
-4033.043237916667,2.4173953132330674e-33
-4032.543237916667,2.41960836966874e-33
-4032.043237916667,2.417247776137356e-33
-4031.543237916667,1.5107798600858474e-34
-4031.043237916667,6.04311944034339e-34
-4030.543237916667,1.208623888068678e-33
-4030.043237916667,0.0
-4029.543237916667,1.208623888068678e-33
-4029.043237916667,0.0
-4028.543237916667,6.04311944034339e-34
-4028.043237916667,0.0
-4027.543237916667,0.0
-4027.043237916667,0.0
-4026.543237916667,1.0273303048583763e-32
-4026.043237916667,0.0
-4025.543237916667,1.5107798600858474e-34
-4025.043237916667,3.7769496502146186e-35
-4024.543237916667,1.5107798600858474e-34
-4024.043237916667,1.5107798600858474e-34
-4023.543237916667,0.0
-4023.043237916667,6.04311944034339e-34
-4022.543237916667,9.668991104549424e-33
-4022.043237916667,9.668991104549424e-33
-4021.543237916667,0.0
-4021.043237916667,1.208623888068678e-32
-4020.543237916667,0.0
-4020.043237916667,3.021559720171695e-33
-4019.543237916667,2.5683257621459407e-33
-4019.043237916667,0.0
-4018.543237916667,2.5022291432671848e-33
-4018.043237916667,0.0
-4017.543237916667,6.04311944034339e-34
-4017.043237916667,0.0
-4016.543237916667,2.417247776137356e-33
-4016.043237916667,6.04311944034339e-34
-4015.543237916667,1.208623888068678e-33
-4015.043237916667,3.021559720171695e-33
-4014.543237916667,2.5683257621459407e-33
-4014.043237916667,6.04311944034339e-34
-4013.543237916667,1.850705328605163e-33
-4013.043237916667,1.1425272691899222e-33
-4012.543237916667,5.3113354456143075e-34
-4012.043237916667,2.6533071292757696e-33
-4011.543237916667,9.442374125536546e-34
-4011.043237916667,3.3992546851931565e-34
-4010.543237916667,3.021559720171695e-34
-4010.043237916667,1.208623888068678e-33
-4009.543237916667,7.553899300429237e-34
-4009.043237916667,6.798509370386313e-34
-4008.543237916667,1.5107798600858474e-34
-4008.043237916667,3.7769496502146186e-35
-4007.543237916667,1.8884748251073093e-34
-4007.043237916667,1.5107798600858474e-34
-4006.543237916667,2.7382884964055987e-34
-4006.043237916667,7.229317689863918e-36
-4005.543237916667,7.553899300429237e-35
-4005.043237916667,1.605203601341213e-34
-4004.543237916667,5.901483828460341e-35
-4004.043237916667,3.7769496502146186e-35
-4003.543237916667,1.227508636319751e-34
-4003.043237916667,1.1802967656920683e-35
-4002.543237916667,1.8884748251073093e-35
-4002.043237916667,5.901483828460341e-35
-4001.543237916667,8.085032844990668e-35
-4001.043237916667,2.7205840449202176e-34
-4000.543237916667,4.892330093793623e-34
-4000.043237916667,2.33846296702741e-34
-3999.543237916667,7.118664868080287e-34
-3999.043237916667,7.350390319032175e-34
-3998.543237916667,6.333122044101324e-34
-3998.043237916667,4.125506038833058e-34
-3997.543237916667,6.916539046955521e-34
-3997.043237916667,9.103038805400078e-34
-3996.543237916667,9.70240825672808e-34
-3996.043237916667,5.3364167518852635e-34
-3995.543237916667,5.759848216577293e-34
-3995.043237916667,3.3479855444334074e-34
-3994.543237916667,5.962342880441339e-34
-3994.043237916667,6.556271901364981e-34
-3993.543237916667,6.251515588035896e-34
-3993.043237916667,1.0798447509166154e-33
-3992.543237916667,9.896655827468565e-34
-3992.043237916667,1.463124369616665e-33
-3991.543237916667,8.602432760681766e-34
-3991.043237916667,8.428632909300048e-34
-3990.543237916667,6.878548244809807e-34
-3990.043237916667,1.087708593381395e-33
-3989.543237916667,1.0913318969780287e-33
-3989.043237916667,1.1597914146552892e-33
-3988.543237916667,8.12194017158975e-34
-3988.043237916667,3.970649720013986e-34
-3987.543237916667,5.619791712671782e-34
-3987.043237916667,1.9068305145542294e-34
-3986.543237916667,4.384733326532419e-34
-3986.043237916667,4.323224477381833e-34
-3985.543237916667,3.180320945374088e-34
-3985.043237916667,2.945796418373114e-34
-3984.543237916667,3.2610168265550154e-34
-3984.043237916667,8.010543923672135e-34
-3983.543237916667,5.9652421140433456e-34
-3983.043237916667,1.2840620616562475e-33
-3982.543237916667,1.0515487496461324e-33
-3982.043237916667,1.1561221858152392e-33
-3981.543237916667,1.6107050132648716e-33
-3981.043237916667,2.222875811021862e-33
-3980.543237916667,2.227966219031796e-33
-3980.043237916667,1.5360693067639253e-33
-3979.543237916667,1.5320122910216875e-33
-3979.043237916667,1.7037799593871938e-33
-3978.543237916667,1.5162939094714789e-33
-3978.043237916667,1.2382213208287775e-33
-3977.543237916667,6.5866325212485165e-34
-3977.043237916667,9.33433795675733e-34
-3976.543237916667,8.943871390836591e-34
-3976.043237916667,8.725535489627404e-34
-3975.543237916667,6.807652197111669e-34
-3975.043237916667,3.428546335891736e-34
-3974.543237916667,1.7832116415907212e-34
-3974.043237916667,2.1000932252033685e-35
-3973.543237916667,1.8241822814873254e-34
-3973.043237916667,1.100075023252757e-34
-3972.543237916667,1.1913428595889643e-34
-3972.043237916667,2.7792254314086756e-34
-3971.543237916667,4.906291855325709e-35
-3971.043237916667,1.1503876088567838e-34
-3970.543237916667,5.018582681909757e-35
-3970.043237916667,4.853568727047594e-35
-3969.543237916667,2.1690771174890192e-35
-3969.043237916667,6.974389470892889e-35
-3968.543237916667,1.5115665650336275e-34
-3968.043237916667,1.9581962289145106e-34
-3967.543237916667,3.8318226768391953e-35
-3967.043237916667,2.116022922922411e-34
-3966.543237916667,9.433893583412288e-35
-3966.043237916667,8.634934939783494e-36
-3965.543237916667,2.2258818454663005e-35
-3965.043237916667,4.981336687551026e-35
-3964.543237916667,2.405603692694893e-35
-3964.043237916667,1.8362075245929744e-34
-3963.543237916667,3.80850630855537e-35
-3963.043237916667,1.2399592856400709e-34
-3962.543237916667,8.242610628314949e-35
-3962.043237916667,1.8085735536432938e-34
-3961.543237916667,1.0700974864408682e-33
-3961.043237916667,2.4947548714689933e-34
-3960.543237916667,3.888679216306108e-34
-3960.043237916667,5.075769959958955e-34
-3959.543237916667,1.8230018569893038e-33
-3959.043237916667,1.1593183732644825e-33
-3958.543237916667,2.1921326366312475e-33
-3958.043237916667,1.112483076678413e-33
-3957.543237916667,2.4693183814357215e-33
-3957.043237916667,2.0270881393069566e-33
-3956.543237916667,2.9315700193569913e-33
-3956.043237916667,1.2851002129322694e-33
-3955.543237916667,2.2967062235571456e-33
-3955.043237916667,1.751829452683681e-33
-3954.543237916667,1.8834519963404593e-33
-3954.043237916667,6.7538550080603825e-34
-3953.543237916667,1.0707393840435043e-33
-3953.043237916667,1.1283559571334707e-33
-3952.543237916667,1.835938667243077e-33
-3952.043237916667,7.820368976787352e-34
-3951.543237916667,8.34293972156468e-34
-3951.043237916667,8.549548893571708e-34
